image,annotation,fireextinguisher,chair,exit,clock,trashbin,screen,printer
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_519.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/987.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_6.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1754.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_235.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/672.json,1,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_532.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1002.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_829.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1331.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1031.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/403.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_59.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1065.json,0,1,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_111.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/490.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_68.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1165.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_261.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1699.json,0,1,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_529.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/998.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_175.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/233.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_741.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1234.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_240.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1676.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_589.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1064.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_83.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2009.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_48.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2157.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_801.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1301.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_391.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/845.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_45.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1738.json,0,0,0,0,0,1,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_688.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1174.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_145.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/572.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_256.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/695.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_721.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1212.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_556.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1028.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_66.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1143.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_85.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/350.json,0,0,0,0,0,0,1
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_216.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1928.json,0,0,0,0,0,1,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_470.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/933.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_84.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1343.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_52.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2162.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_47.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1969.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_281.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/723.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_69.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1993.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_6.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2170.json,0,1,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_64.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/327.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_11.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/13.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_685.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1171.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_288.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/730.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_69.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2180.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_164.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/221.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_127.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/552.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_40.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/84.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_145.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1571.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_152.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/208.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_159.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2093.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_337.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/785.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_698.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1185.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_899.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1408.json,0,0,0,1,0,0,1
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_637.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1118.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1105.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/485.json,1,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1130.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/513.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_632.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1113.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_449.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/909.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_208.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1640.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_153.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1858.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_469.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/931.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_663.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1147.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_44.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/305.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_70.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1188.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_137.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/191.json,0,0,0,0,1,0,1
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1153.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/538.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_190.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/250.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_33.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/777.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_742.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1235.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_850.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1355.json,0,0,0,0,0,0,1
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_333.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/781.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_80.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/345.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_194.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1903.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_758.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1252.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_257.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/696.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_95.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1793.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1068.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/443.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_8.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1776.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_131.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/37.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_186.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/617.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_225.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1659.json,0,0,0,0,0,1,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_100.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/3.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_89.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/137.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_92.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2206.json,0,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_442.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/902.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_120.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/25.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_629.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1109.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_199.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1908.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_765.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1260.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_675.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1160.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_181.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/240.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_735.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1227.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_188.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/247.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_745.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1238.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_174.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1602.json,0,0,0,0,0,1,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_206.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/268.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_43.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2152.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_50.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1973.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_944.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1459.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_98.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1796.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_132.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/186.json,1,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_120.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/545.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_117.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/541.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_89.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1398.json,0,0,0,0,1,0,1
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_121.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2052.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_122.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1546.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_30.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1722.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_10.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1799.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_44.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/88.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_216.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/279.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_365.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/816.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_172.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/602.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1122.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/504.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_129.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1553.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_557.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1029.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1084.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/461.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_375.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/827.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_179.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/609.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_633.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1114.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1121.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/503.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_210.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/273.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_177.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1884.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_49.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2158.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_122.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1824.json,0,0,0,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_4/frame_s4_188.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1617.json,0,0,0,1,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1081.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/458.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_446.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/906.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_284.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/726.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_1/frame_s1_4.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/83.json,0,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1041.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/414.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_5.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1972.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_70.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/334.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_740.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1233.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_89.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/354.json,0,0,0,0,0,0,1
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_46.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/921.json,1,0,1,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_209.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/643.json,1,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_937.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1451.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_793.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1291.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_895.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1404.json,0,0,0,1,0,0,1
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1120.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/502.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_20.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/261.json,0,0,1,0,1,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_91.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2018.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_794.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1292.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_182.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1890.json,0,0,0,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_5/frame_s5_133.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/1836.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_6/frame_s6_36.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/2144.json,1,0,1,1,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1028.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/399.json,1,0,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_3/frame_s3_1124.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/506.json,0,1,0,0,0,0,0
/home/evgenii/repos/indoor/Dataset/sequence_2/frame_s2_19.jpg,/home/evgenii/repos/indoor/Dataset/annotations_processed/249.json,0,0,0,0,1,0,0
